,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,7.69,1.77,8.53,2.85,0.76,2.89,-3.42,"12,3%",8.30,8.76,"2,3%",45.52,197.40,"46,0%","33,5%","36,1%","8,9%","10,4%","23,1%",4.24,0.36,0.27
