,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Renda,Híbrido,Ativa,834770000,29/10/2021
