Papel,RPMG3,Cotação,2.87,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON,Min 52 sem,2.74,,
Setor,"Petróleo, Gás e Biocombustíveis",Max 52 sem,6.32,,
Subsetor,"Exploração, Refino e Distribuição",Vol $ méd (2m),197470,,
Valor de mercado,194276000,Últ balanço processado,30/09/2021,,
Valor da firma,194269000,Nro. Ações,67692000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,35%",P/L,-0.79,LPA,-3.63
Mês,"-2,05%",P/VP,-0.06,VPA,-49.09
30 dias,"-1,37%",P/EBIT,-0.65,Marg. Bruta,"1,4%"
12 meses,"-3,04%",PSR,0.11,Marg. EBIT,"-16,9%"
2021,"1,77%",P/Ativos,0.05,Marg. Líquida,"-14,0%"
2020,"-44,92%",P/Cap. Giro,-0.07,EBIT / Ativo,"-7,4%"
2019,"71,24%",P/Ativ Circ Liq,-0.05,ROIC,"-7,5%"
2018,"-62,15%",Div. Yield,"0,0%",ROE,"7,4%"
2017,"9,57%",EV / EBITDA,-0.66,Liquidez Corr,0.56
2016,"89,74%",EV / EBIT,-0.65,Div Br/ Patrim,-
,,Cres. Rec (5a),"26,1%",Giro Ativos,0.44
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,4042460000,Dív. Bruta,0,,
Disponibilidades,7000,Dív. Líquida,-7000,,
Ativo Circulante,3776340000,Patrim. Líq,-3322860000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1758960000,Receita Líquida,524354000,,
EBIT,-297416000,EBIT,-111802000,,
Lucro Líquido,-245953000,Lucro Líquido,-69083000,,
