,Tipo,Empresa,Setor,Subsetor,Valor de mercado,Valor da firma
1,ON,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",194276000,194269000
