,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,8.44,0.71,-15.40,1.82,0.28,2.91,-0.76,"7,6%",-47.93,-22.44,"-7,4%",4.09,48.52,"65,9%","-11,8%","21,8%","-1,8%","-2,1%","8,4%",1.70,0.64,0.15
