Papel,IGBR3,Cotação,34.65,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,GRADIENTE ON,Min 52 sem,25.00,,
Setor,Exploração de Imóveis,Max 52 sem,182.99,,
Subsetor,Exploração de Imóveis,Vol $ méd (2m),2059430,,
Valor de mercado,43312500,Últ balanço processado,30/06/2021,,
Valor da firma,562764000,Nro. Ações,1250000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-9,27%",P/L,-0.47,LPA,-73.56
Mês,"-8,82%",P/VP,-0.04,VPA,-820.80
30 dias,"35,89%",P/EBIT,-0.46,Marg. Bruta,"99,7%"
12 meses,"-45,86%",PSR,8.69,Marg. EBIT,"-1.890,2%"
2021,"-65,35%",P/Ativos,0.33,Marg. Líquida,"-1.844,2%"
2020,"207,69%",P/Cap. Giro,-0.10,EBIT / Ativo,"-72,9%"
2019,"93,45%",P/Ativ Circ Liq,-0.04,ROIC,"-80,0%"
2018,"46,09%",Div. Yield,"0,0%",ROE,"9,0%"
2017,"-16,06%",EV / EBITDA,-6.12,Liquidez Corr,0.03
2016,"-40,69%",EV / EBIT,-5.97,Div Br/ Patrim,-0.51
,,Cres. Rec (5a),"-4,2%",Giro Ativos,0.04
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,129342000,Dív. Bruta,524708000,,
Disponibilidades,5256000,Dív. Líquida,519452000,,
Ativo Circulante,11436000,Patrim. Líq,-1026000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,4986000,Receita Líquida,1537000,,
EBIT,-94245000,EBIT,-9607000,,
Lucro Líquido,-91953000,Lucro Líquido,-9235000,,
