Papel,PETR4,Cotação,29.36,,
Tipo,PN,Data últ cot,07/12/2021,,
Empresa,PETROBRAS PN,Min 52 sem,17.26,,
Setor,"Petróleo, Gás e Biocombustíveis",Max 52 sem,29.36,,
Subsetor,"Exploração, Refino e Distribuição",Vol $ méd (2m),2524690000,,
Valor de mercado,382986000000,Últ balanço processado,30/09/2021,,
Valor da firma,644796000000,Nro. Ações,13044500000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,63%",P/L,2.84,LPA,10.35
Mês,"11,39%",P/VP,1.04,VPA,28.29
30 dias,"26,82%",P/EBIT,2.21,Marg. Bruta,"51,1%"
12 meses,"32,97%",PSR,0.97,Marg. EBIT,"44,0%"
2021,"26,68%",P/Ativos,0.39,Marg. Líquida,"34,6%"
2020,"-6,10%",P/Cap. Giro,13.84,EBIT / Ativo,"17,8%"
2019,"36,87%",P/Ativ Circ Liq,-0.89,ROIC,"19,6%"
2018,"45,91%",Div. Yield,"19,3%",ROE,"36,6%"
2017,"8,29%",EV / EBITDA,2.72,Liquidez Corr,1.20
2016,"116,23%",EV / EBIT,3.73,Div Br/ Patrim,0.88
,,Cres. Rec (5a),"5,0%",Giro Ativos,0.40
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,974689000000,Dív. Bruta,324124000000,,
Disponibilidades,62314000000,Dív. Líquida,261810000000,,
Ativo Circulante,166334000000,Patrim. Líq,369077000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,393450000000,Receita Líquida,121594000000,,
EBIT,173092000000,EBIT,52023000000,,
Lucro Líquido,135054000000,Lucro Líquido,31142000000,,
