Papel,LLIS3,Cotação,1.35,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,LE LIS BLANC DEUX ON,Min 52 sem,1.18,,
Setor,Comércio,Max 52 sem,5.05,,
Subsetor,"Tecidos, Vestuário e Calçados",Vol $ méd (2m),1474200,,
Valor de mercado,92948800,Últ balanço processado,30/09/2021,,
Valor da firma,1728230000,Nro. Ações,68851000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"5,47%",P/L,-0.05,LPA,-26.89
Mês,"6,30%",P/VP,0.70,VPA,1.94
30 dias,"-30,05%",P/EBIT,-0.50,Marg. Bruta,"50,4%"
12 meses,"-72,38%",PSR,0.12,Marg. EBIT,"-23,7%"
2021,"-72,73%",P/Ativos,0.04,Marg. Líquida,"-61,9%"
2020,"-70,51%",P/Cap. Giro,1.37,EBIT / Ativo,"-8,9%"
2019,"-35,53%",P/Ativ Circ Liq,-0.06,ROIC,"-9,7%"
2018,"-12,16%",Div. Yield,"0,0%",ROE,"-1.386,1%"
2017,"46,94%",EV / EBITDA,-55.41,Liquidez Corr,1.16
2016,"65,43%",EV / EBIT,-9.21,Div Br/ Patrim,12.68
,,Cres. Rec (5a),"-14,8%",Giro Ativos,0.37
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,2120020000,Dív. Bruta,1694150000,,
Disponibilidades,58862000,Dív. Líquida,1635280000,,
Ativo Circulante,496675000,Patrim. Líq,133566000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,791714000,Receita Líquida,225083000,,
EBIT,-187737000,EBIT,-10757000,,
Lucro Líquido,-1851350000,Lucro Líquido,-49136000,,
