Papel,AGRO3,Cotação,24.26,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,BRASILAGRO ON NM,Min 52 sem,19.76,,
Setor,Agropecuária,Max 52 sem,32.85,,
Subsetor,Agricultura,Vol $ méd (2m),25958600,,
Valor de mercado,2483670000,Últ balanço processado,30/09/2021,,
Valor da firma,2089520000,Nro. Ações,102377000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,04%",P/L,6.76,LPA,3.59
Mês,"3,06%",P/VP,1.07,VPA,22.71
30 dias,"-8,90%",P/EBIT,5.08,Marg. Bruta,"38,6%"
12 meses,"2,59%",PSR,1.69,Marg. EBIT,"33,2%"
2021,"6,73%",P/Ativos,0.70,Marg. Líquida,"24,9%"
2020,"35,75%",P/Cap. Giro,2.02,EBIT / Ativo,"13,7%"
2019,"28,51%",P/Ativ Circ Liq,3.57,ROIC,"23,3%"
2018,"31,67%",Div. Yield,"10,8%",ROE,"15,8%"
2017,"15,40%",EV / EBITDA,3.09,Liquidez Corr,2.72
2016,"6,68%",EV / EBIT,4.27,Div Br/ Patrim,0.34
,,Cres. Rec (5a),"49,0%",Giro Ativos,0.41
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,3569020000,Dív. Bruta,798628000,,
Disponibilidades,1192780000,Dív. Líquida,-394148000,,
Ativo Circulante,1940570000,Patrim. Líq,2324940000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1472530000,Receita Líquida,532691000,,
EBIT,489195000,EBIT,132424000,,
Lucro Líquido,367393000,Lucro Líquido,125401000,,
