,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,06029-900,Financial Services,87736,"Banco Bradesco S.A., together with its subsidiaries, provides various banking products and services to individuals, corporates, and businesses in Brazil and internationally. The company operates through Banking and Insurance segments. It provides demand and time deposits, savings deposits, mutual funds, and a range of loans and advances, including overdrafts, credit cards, and loans with repayments in installments; and fund management and treasury services, foreign exchange services, corporate finance and investment banking services, and hedge and finance services, including working capital financing. The company offers leasing, investment and private banking, brokerage, and consortium management services, as well as real estate products, pension plans, and capitalization bonds. It also provides auto, health, life, and accident and non-life insurance products. Banco Bradesco S.A. was founded in 1943 and is headquartered in Osasco, Brazil.",Osasco,55 11 3684 4011,SP,Brazil,[],http://banco.bradesco,1,"Cidade De Deus, S/N",Banks—Regional,Vila Yara,0,0.25383,0,-119856930816,0.06,0.43519002,,,none,61284269000,,,17.43,0.586,,0.01455,,,,0.16576,,396172197888,517099061248,92698140672,40.887,BRL,9.543,,,SAO,BRADESCO    ON      N1,Banco Bradesco S.A.,America/Sao_Paulo,BRST,False,-7200000,EQUITY,BBDC3.SA,finmb_877263,br_market,,3.079,,,-0.18851674,,,,4853089792,,,,15.234,,,,1609372800,0.09751,23529687040,2.422,0.017249,0.2447499,1.1441512,0.71142995,1672444800,,1632960000,,,6910769847,1.19568,285463773184,2,,1618790400,11:10,,1638403200,,0.585,1.9694792,,,,,,,,9689530368,,,17.02,17.24,20.06646,0.02162162,0.3391,,17.44,,7276680,17.02,17.6432,0.368,17.24,,7276680,,,1.03,1638403200,,,17.15,BRL,7.1965322,1654900,,,,182567059456,,,7667340,17.15,17.43,0,1654900,24.57,,1.6,16.45,17.42,False,0.059299998,0,17.44,17.43,,https://logo.clearbit.com/banco.bradesco
