,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,DEVANT RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,1094600000,29/10/2021
