,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII REC RECEBÍVEIS IMOBILIÁRIOS,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,1908810000,29/10/2021
