Papel,MRFG3,Cotação,21.25,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,Marfrig ON NM,Min 52 sem,11.89,,
Setor,Alimentos Processados,Max 52 sem,27.70,,
Subsetor,Carnes e Derivados,Vol $ méd (2m),183726000,,
Valor de mercado,14691600000,Últ balanço processado,30/09/2021,,
Valor da firma,29058200000,Nro. Ações,691370000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,92%",P/L,3.02,LPA,7.03
Mês,"-9,84%",P/VP,3.02,VPA,7.04
30 dias,"-19,42%",P/EBIT,1.34,Marg. Bruta,"18,7%"
12 meses,"59,13%",PSR,0.18,Marg. EBIT,"13,8%"
2021,"57,72%",P/Ativos,0.31,Marg. Líquida,"8,5%"
2020,"46,28%",P/Cap. Giro,1.64,EBIT / Ativo,"23,3%"
2019,"82,41%",P/Ativ Circ Liq,-0.98,ROIC,"38,6%"
2018,"-25,41%",Div. Yield,"7,8%",ROE,"99,9%"
2017,"10,74%",EV / EBITDA,2.33,Liquidez Corr,1.54
2016,"6,10%",EV / EBIT,2.65,Div Br/ Patrim,6.16
,,Cres. Rec (5a),"47,4%",Giro Ativos,1.69
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,47109800000,Dív. Bruta,29967300000,,
Disponibilidades,15600800000,Dív. Líquida,14366500000,,
Ativo Circulante,25488900000,Patrim. Líq,4866930000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,79713400000,Receita Líquida,23637800000,,
EBIT,10968100000,EBIT,4348000000,,
Lucro Líquido,4863320000,Lucro Líquido,1675240000,,
