Date,Dividends,Stock Splits
2007-06-04,0.0,3.0
2009-06-23,0.180221,0.0
2009-08-14,0.190873,0.0
2009-09-22,0.185397,0.0
2009-11-13,0.122897,0.0
2009-12-22,0.189043,0.0
2010-02-26,0.468197,0.0
2010-03-25,0.201718,0.0
2010-05-24,0.172912,0.0
2010-05-25,0.207866,0.0
2010-08-19,0.20065,0.0
2010-09-23,0.200244,0.0
2010-11-23,0.131424,0.0
2010-12-23,0.203766,0.0
2011-02-22,0.32618,0.0
2011-03-23,0.215096,0.0
2011-05-20,0.156962,0.0
2011-06-22,0.262432,0.0
2011-08-19,0.212075,0.0
2011-09-22,0.278181,0.0
2011-11-18,0.125885,0.0
2011-12-22,0.280441,0.0
2012-02-22,0.156996,0.0
2012-03-23,0.293279,0.0
2012-05-11,0.06331,0.0
2012-06-22,0.298239,0.0
2012-08-22,0.124066,0.0
2012-09-12,0.285821,0.0
2012-11-19,0.106932,0.0
2012-12-13,0.297177,0.0
2013-03-04,0.261319,0.0
2013-03-12,0.264928,0.0
2013-05-22,0.09821,0.0
2013-06-12,0.281982,0.0
2013-08-23,0.780872,0.0
2013-09-12,0.313771,0.0
2013-11-22,0.066615,0.0
2013-12-12,0.309285,0.0
2014-02-14,0.132155,0.0
2014-03-12,0.314638,0.0
2014-05-20,0.081217,0.0
2014-06-13,0.321041,0.0
2014-08-20,0.07878,0.0
2014-09-12,0.336522,0.0
2014-11-17,0.055718,0.0
2014-12-12,0.339949,0.0
2015-02-20,0.0912,0.0
2015-03-24,0.376992,0.0
2015-05-22,0.451138,0.0
2015-06-12,0.289894,0.0
2015-08-24,0.141039,0.0
2015-09-14,0.266078,0.0
2015-11-24,0.170805,0.0
2015-12-14,0.274491,0.0
2016-03-03,0.090568,0.0
2016-03-14,0.098285,0.0
2016-05-24,0.133683,0.0
2016-06-14,0.137755,0.0
2016-08-23,0.139965,0.0
2016-09-13,0.126652,0.0
2016-11-22,0.109871,0.0
2016-12-13,0.076932,0.0
2017-03-02,0.025907,0.0
2017-03-14,0.072115,0.0
2017-05-23,0.182939,0.0
2017-06-13,0.078574,0.0
2017-08-22,0.204303,0.0
2017-09-12,0.076292,0.0
2017-11-22,0.223237,0.0
2017-12-12,0.082597,0.0
2018-03-02,0.24567,0.0
2018-03-13,0.08171,0.0
2018-05-22,0.213954,0.0
2018-06-12,0.077203,0.0
2018-08-22,0.269662,0.0
2018-09-12,0.085491,0.0
2018-11-22,0.416893,0.0
2018-12-12,0.12567,0.0
2019-02-22,0.591888,0.0
2019-03-07,0.590146,0.0
2019-03-12,0.156124,0.0
2019-05-22,0.414838,0.0
2019-06-12,0.171054,0.0
2019-08-22,0.446155,0.0
2019-09-12,0.232955,0.0
2019-11-22,0.365042,0.0
2019-12-12,0.176174,0.0
2020-02-26,0.438882,0.0
2020-03-12,0.18142,0.0
2020-08-24,0.441988,0.0
2020-09-14,0.102862,0.0
2020-11-17,0.194773,0.0
2020-12-14,0.116984,0.0
2021-02-23,0.435863,0.0
2021-03-12,0.145714,0.0
2021-05-24,0.414445,0.0
2021-06-14,0.168519,0.0
2021-08-24,0.348288,0.0
2021-09-14,0.184739,0.0
2021-11-23,0.393703,0.0
