Papel,LOGG3,Cotação,24.43,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,LOG COM PROP ON NM,Min 52 sem,22.01,,
Setor,Exploração de Imóveis,Max 52 sem,34.43,,
Subsetor,Exploração de Imóveis,Vol $ méd (2m),14444500,,
Valor de mercado,2495740000,Últ balanço processado,30/09/2021,,
Valor da firma,3473530000,Nro. Ações,102159000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"5,30%",P/L,7.89,LPA,3.10
Mês,"11,00%",P/VP,0.75,VPA,32.44
30 dias,"-1,77%",P/EBIT,22.88,Marg. Bruta,"98,6%"
12 meses,"-24,87%",PSR,16.97,Marg. EBIT,"74,2%"
2021,"-27,85%",P/Ativos,0.48,Marg. Líquida,"225,8%"
2020,"6,90%",P/Cap. Giro,4.42,EBIT / Ativo,"2,1%"
2019,"81,44%",P/Ativ Circ Liq,-3.18,ROIC,"2,3%"
2018,"2,99%",Div. Yield,"1,3%",ROE,"9,5%"
2017,"0,00%",EV / EBITDA,31.61,Liquidez Corr,2.20
2016,"0,00%",EV / EBIT,31.84,Div Br/ Patrim,0.40
,,Cres. Rec (5a),"11,8%",Giro Ativos,0.03
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,5163120000,Dív. Bruta,1341970000,,
Disponibilidades,364186000,Dív. Líquida,977786000,,
Ativo Circulante,1036160000,Patrim. Líq,3314120000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,147069000,Receita Líquida,37005000,,
EBIT,109092000,EBIT,27158000,,
Lucro Líquido,316378000,Lucro Líquido,94658000,,
