Papel,LREN3,Cotação,29.46,,
Tipo,ON,Data últ cot,07/12/2021,,
Empresa,RENNER ON,Min 52 sem,28.29,,
Setor,Comércio,Max 52 sem,44.14,,
Subsetor,"Tecidos, Vestuário e Calçados",Vol $ méd (2m),373193000,,
Valor de mercado,29129500000,Últ balanço processado,30/09/2021,,
Valor da firma,26708000000,Nro. Ações,988780000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,11%",P/L,51.28,LPA,0.57
Mês,"3,55%",P/VP,3.07,VPA,9.61
30 dias,"-6,77%",P/EBIT,19.42,Marg. Bruta,"57,6%"
12 meses,"-27,35%",PSR,2.98,Marg. EBIT,"15,3%"
2021,"-25,05%",P/Ativos,1.50,Marg. Líquida,"5,8%"
2020,"-21,90%",P/Cap. Giro,4.12,EBIT / Ativo,"7,7%"
2019,"47,50%",P/Ativ Circ Liq,11.61,ROIC,"12,2%"
2018,"20,89%",Div. Yield,"1,2%",ROE,"6,0%"
2017,"70,91%",EV / EBITDA,11.26,Liquidez Corr,2.31
2016,"46,51%",EV / EBIT,17.81,Div Br/ Patrim,0.35
,,Cres. Rec (5a),"6,0%",Giro Ativos,0.50
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,19462800000,Dív. Bruta,3369300000,,
Disponibilidades,5790720000,Dív. Líquida,-2421420000,,
Ativo Circulante,12473200000,Patrim. Líq,9497620000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,9770690000,Receita Líquida,2626010000,,
EBIT,1499600000,EBIT,427173000,,
Lucro Líquido,567998000,Lucro Líquido,171956000,,
