,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,Mérito Fundos e Ações Imobiliárias FII - Fundo de Investimento Imobiliário,Híbrido,Híbrido,Ativa,20615800,30/10/2021
