,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,12.29,0.43,6.07,0.64,0.18,0.44,1.46,"0,0%",10.70,12.00,"5,9%",0.18,5.23,"25,1%","10,5%","5,2%","3,0%","3,5%","3,5%",2.44,0.67,0.28
