Papel,CEPE5,Cotação,26.32,,
Tipo,PNA,Data últ cot,23/11/2021,,
Empresa,CELPE PNA,Min 52 sem,22.06,,
Setor,Energia Elétrica,Max 52 sem,31.00,,
Subsetor,Energia Elétrica,Vol $ méd (2m),2642,,
Valor de mercado,1963790000,Últ balanço processado,30/09/2021,,
Valor da firma,7346790000,Nro. Ações,74612000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,4.54,LPA,5.79
Mês,"0,00%",P/VP,1.04,VPA,25.33
30 dias,"-8,77%",P/EBIT,1.83,Marg. Bruta,"17,2%"
12 meses,"19,43%",PSR,0.23,Marg. EBIT,"12,6%"
2021,"-14,29%",P/Ativos,0.16,Marg. Líquida,"5,1%"
2020,"38,64%",P/Cap. Giro,-4.21,EBIT / Ativo,"8,8%"
2019,"53,66%",P/Ativ Circ Liq,-0.28,ROIC,"9,9%"
2018,"20,94%",Div. Yield,"11,3%",ROE,"22,9%"
2017,"-11,17%",EV / EBITDA,5.22,Liquidez Corr,0.88
2016,"-9,38%",EV / EBIT,6.85,Div Br/ Patrim,3.02
,,Cres. Rec (5a),"-2,6%",Giro Ativos,0.70
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,12239000000,Dív. Bruta,5714000000,,
Disponibilidades,331000000,Dív. Líquida,5383000000,,
Ativo Circulante,3420000000,Patrim. Líq,1890000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,8539800000,Receita Líquida,2375000000,,
EBIT,1072900000,EBIT,291000000,,
Lucro Líquido,432200000,Lucro Líquido,96000000,,
