,zip,sector,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,04794-000,Consumer Cyclical,"Alpargatas S.A. engages in the manufacture and sale of footwear, clothing, and accessories. It offers sandals under the Havaianas and Dup̩ brands; clothes under the Osklen brand; and footwear, clothing, and accessories under the Mizuno brand. The company was formerly known as Ṣo Paulo Alpargatas S.A. and changed its name to Alpargatas S.A. in 2010. Alpargatas S.A. was founded in 1907 and is headquartered in Sao Paulo, Brazil.",Ṣo Paulo,55 11 3847 7322,SP,Brazil,[],http://www.alpargatas.com.br,1,"Av. das Na̵̤es Unidas, 14.261",Footwear & Accessories,"Wing A - 9th, 10th and 11th floors Vila Gertrudes",0.20076,0.108,0.52861,674070016,0.127,0.17799999,835584000,47,none,1777313000,371449376,49.5,39.68,28.133,2.129,0.08106,4,51,15.848,0.14989,58,914681984,538566016,4162063104,1.58,BRL,7.188,1.413,,SAO,ALPARGATAS  PN      N1,Alpargatas S.A.,America/Sao_Paulo,BRST,False,-7200000,EQUITY,ALPA4.SA,finmb_874525,br_market,,5.363,,26.713,-0.010763705,,1.35,,277019008,,,,5.76,,,,1609372800,0.44496,473614016,0.776,0.271922,0.2447499,6.888889,0.24492,1672444800,,1632960000,,,224016435,0.609519,22320848896,2,,1553126400,125:100,,1635984000,,28.137,5.211044,,2.19,,29.392591,,,,579030016,,,39.09,39.46,46.73745,0.0069583016,0,,40.25,,2323720,39.09,45.1438,0.272,39.46,,2323720,,,0.27,1635984000,,,39.15,BRL,51.134018,297600,,,,21688692736,,,2634356,39.15,39.68,0,297600,62.33,,,32.95,39.69,False,0.0069999998,0,40.25,39.68,,https://logo.clearbit.com/alpargatas.com.br
