,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,13.11,2.54,7.25,1.84,0.80,25.44,-1.64,"1,6%",8.41,11.00,"59,1%",1.82,9.38,"36,6%","25,4%","14,1%","11,0%","13,8%","19,3%",1.19,1.69,0.43
