Papel,EZTC3,Cotação,19.56,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,EZTec ON NM,Min 52 sem,17.69,,
Setor,Construção Civil,Max 52 sem,44.99,,
Subsetor,Incorporações,Vol $ méd (2m),57857200,,
Valor de mercado,4440120000,Últ balanço processado,30/09/2021,,
Valor da firma,3428560000,Nro. Ações,227000000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-4,35%",P/L,8.93,LPA,2.19
Mês,"7,83%",P/VP,1.01,VPA,19.34
30 dias,"-1,61%",P/EBIT,16.19,Marg. Bruta,"45,0%"
12 meses,"-53,38%",PSR,4.25,Marg. EBIT,"26,3%"
2021,"-53,81%",P/Ativos,0.88,Marg. Líquida,"49,6%"
2020,"-16,60%",P/Cap. Giro,2.37,EBIT / Ativo,"5,4%"
2019,"152,80%",P/Ativ Circ Liq,2.74,ROIC,"6,9%"
2018,"18,53%",Div. Yield,"2,2%",ROE,"11,3%"
2017,"64,48%",EV / EBITDA,12.33,Liquidez Corr,6.45
2016,"45,24%",EV / EBIT,12.50,Div Br/ Patrim,0.00
,,Cres. Rec (5a),"11,4%",Giro Ativos,0.21
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,5059990000,Dív. Bruta,18591000,,
Disponibilidades,1030150000,Dív. Líquida,-1011560000,,
Ativo Circulante,2212810000,Patrim. Líq,4389920000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1043690000,Receita Líquida,297752000,,
EBIT,274203000,EBIT,98761000,,
Lucro Líquido,497298000,Lucro Líquido,145247000,,
