Papel,CGRA3,Cotação,44.34,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,GRAZZIOTIN ON,Min 52 sem,29.15,,
Setor,Comércio,Max 52 sem,50.85,,
Subsetor,"Tecidos, Vestuário e Calçados",Vol $ méd (2m),74270,,
Valor de mercado,868918000,Últ balanço processado,30/09/2021,,
Valor da firma,787679000,Nro. Ações,19596700,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,81%",P/L,4.70,LPA,9.44
Mês,"-1,44%",P/VP,1.13,VPA,39.20
30 dias,"7,96%",P/EBIT,7.91,Marg. Bruta,"52,9%"
12 meses,"43,00%",PSR,1.49,Marg. EBIT,"18,8%"
2021,"28,68%",P/Ativos,0.85,Marg. Líquida,"31,7%"
2020,"23,43%",P/Cap. Giro,2.44,EBIT / Ativo,"10,7%"
2019,"37,59%",P/Ativ Circ Liq,3.31,ROIC,"13,0%"
2018,"-9,56%",Div. Yield,"4,4%",ROE,"24,1%"
2017,"59,54%",EV / EBITDA,6.31,Liquidez Corr,3.17
2016,"78,88%",EV / EBIT,7.17,Div Br/ Patrim,-
,,Cres. Rec (5a),"7,3%",Giro Ativos,0.57
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1024830000,Dív. Bruta,0,,
Disponibilidades,81239000,Dív. Líquida,-81239000,,
Ativo Circulante,518877000,Patrim. Líq,768149000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,583281000,Receita Líquida,148881000,,
EBIT,109802000,EBIT,31597000,,
Lucro Líquido,184991000,Lucro Líquido,76230000,,
