Papel,EQTL3,Cotação,23.35,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,EQUATORIAL ENERGIA S.A. ON NM,Min 52 sem,19.30,,
Setor,Energia Elétrica,Max 52 sem,26.31,,
Subsetor,Energia Elétrica,Vol $ méd (2m),182037000,,
Valor de mercado,23596100000,Últ balanço processado,30/09/2021,,
Valor da firma,35856800000,Nro. Ações,1010540000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,13%",P/L,6.42,LPA,3.64
Mês,"3,46%",P/VP,1.98,VPA,11.82
30 dias,"1,92%",P/EBIT,4.59,Marg. Bruta,"29,9%"
12 meses,"9,23%",PSR,1.06,Marg. EBIT,"23,2%"
2021,"3,81%",P/Ativos,0.42,Marg. Líquida,"19,3%"
2020,"2,96%",P/Cap. Giro,3.15,EBIT / Ativo,"9,2%"
2019,"54,61%",P/Ativ Circ Liq,-1.07,ROIC,"11,9%"
2018,"15,52%",Div. Yield,"3,1%",ROE,"30,8%"
2017,"21,87%",EV / EBITDA,6.09,Liquidez Corr,1.61
2016,"68,33%",EV / EBIT,6.98,Div Br/ Patrim,1.83
,,Cres. Rec (5a),"27,7%",Giro Ativos,0.40
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,55563800000,Dív. Bruta,21881300000,,
Disponibilidades,9620630000,Dív. Líquida,12260700000,,
Ativo Circulante,19718300000,Patrim. Líq,11941100000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,22177000000,Receita Líquida,7488840000,,
EBIT,5139120000,EBIT,1212260000,,
Lucro Líquido,3674800000,Lucro Líquido,1410400000,,
