,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,06455-030,Technology,4106,"Cielo S.A., through its subsidiaries, provides payment services in Brazil. It is involved in the provision of services related to credit and debit cards, and other payment methods, including signing up of merchants and service providers; rental, installation, and maintenance of point of sale terminals; and data capture and processing of electronic and manual transactions. The company also offers services related to the processing means of payments that involve cards, maintenance services, and contacts with merchants for acceptance of credit and debit cards; data transmission services to load fixed or mobile phone credits, prepaid transportation, and mobile payment; software development and licensing of computer software; electronic transactions processing; IT services for collection and management of accounts payable and receivable through the Internet; and data processing services and support services to medical companies. The company was formerly known as Companhia Brasileira de Meios de Pagamento and changed its name to Cielo S.A. in December 2009. Cielo S.A. was founded in 1995 and is headquartered in Barueri, Brazil.",Barueri,800 570 2288,SP,Brazil,[],http://www.cielo.com.br,1,"Alameda Xingu, 512",Information Technology Services,21Âº to 31Âº andar - Alphaville,0.15523,0.08056,0.28999,-797876992,0.044,0.1303,1795513984,2,hold,3114865000,-9997095936,2.95,2.11,1.113,1.236,0.01086,10,3.5,48.48,0.08685,5.8,179243008,6256659968,11566645248,0.066,BRL,4.269,1.154,3.1,SAO,CIELO       ON      NM,Cielo S.A.,America/Sao_Paulo,BRST,False,-7200000,EQUITY,CIEL3.SA,finmb_5533649,br_market,,1.268,,8.171,-0.424581,,0.33,,2701860096,,,,3.636,,,,1609372800,0.26322,931830976,0.343,0.027685,0.2447499,0.580308,0.60117,1672444800,,1632960000,,,1106897088,1.175407,14670833664,4,,1492041600,6:5,,1636416000,,1.11,0.49287623,,0.23,,6.393939,,,,,,,2.07,2.09,3.1976,0.010144928,0.3403,,2.13,,28367810,2.07,2.339,0.021,2.09,,28367810,,,0.14,1636416000,,,2.08,BRL,6.151603,5567800,,,,5700924416,,,36680498,2.08,2.11,0,5567800,4.45,,3.79,2.02,2.1,False,0.069699995,0,2.13,2.11,,https://logo.clearbit.com/cielo.com.br
