Papel,GOAU4,Cotação,11.89,,
Tipo,PN N1,Data últ cot,07/12/2021,,
Empresa,METALÚRGICA GERDAU PN N1,Min 52 sem,8.42,,
Setor,Siderurgia e Metalurgia,Max 52 sem,13.70,,
Subsetor,Siderurgia,Vol $ méd (2m),149708000,,
Valor de mercado,12927300000,Últ balanço processado,30/09/2021,,
Valor da firma,20055400000,Nro. Ações,1087240000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,54%",P/L,3.16,LPA,3.76
Mês,"11,64%",P/VP,0.86,VPA,13.81
30 dias,"19,65%",P/EBIT,0.79,Marg. Bruta,"26,0%"
12 meses,"36,11%",PSR,0.18,Marg. EBIT,"23,2%"
2021,"28,69%",P/Ativos,0.17,Marg. Líquida,"17,7%"
2020,"23,34%",P/Cap. Giro,0.54,EBIT / Ativo,"21,2%"
2019,"36,67%",P/Ativ Circ Liq,4.37,ROIC,"27,3%"
2018,"23,23%",Div. Yield,"20,3%",ROE,"27,3%"
2017,"20,83%",EV / EBITDA,1.07,Liquidez Corr,2.80
2016,"203,99%",EV / EBIT,1.23,Div Br/ Patrim,1.14
,,Cres. Rec (5a),"13,1%",Giro Ativos,0.91
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,77003200000,Dív. Bruta,17121100000,,
Disponibilidades,9993010000,Dív. Líquida,7128050000,,
Ativo Circulante,37087900000,Patrim. Líq,15012200000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,70410300000,Receita Líquida,21317100000,,
EBIT,16317800000,EBIT,5887390000,,
Lucro Líquido,4093110000,Lucro Líquido,1810360000,,
