Papel,BRPR3,Cotação,7.64,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,BR PROPERTIES ON NM,Min 52 sem,6.93,,
Setor,Exploração de Imóveis,Max 52 sem,10.61,,
Subsetor,Exploração de Imóveis,Vol $ méd (2m),16726600,,
Valor de mercado,3622580000,Últ balanço processado,30/09/2021,,
Valor da firma,5446840000,Nro. Ações,474160000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"2,55%",P/L,15.41,LPA,0.50
Mês,"6,11%",P/VP,0.51,VPA,15.09
30 dias,"0,00%",P/EBIT,16.13,Marg. Bruta,"100,0%"
12 meses,"-26,53%",PSR,11.05,Marg. EBIT,"68,5%"
2021,"-21,11%",P/Ativos,0.32,Marg. Líquida,"71,7%"
2020,"-30,95%",P/Cap. Giro,5.68,EBIT / Ativo,"2,0%"
2019,"76,59%",P/Ativ Circ Liq,-1.19,ROIC,"2,2%"
2018,"-21,23%",Div. Yield,"2,7%",ROE,"3,3%"
2017,"41,82%",EV / EBITDA,24.08,Liquidez Corr,2.03
2016,"-9,49%",EV / EBIT,24.26,Div Br/ Patrim,0.41
,,Cres. Rec (5a),"-8,2%",Giro Ativos,0.03
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,11447300000,Dív. Bruta,2935000000,,
Disponibilidades,1110740000,Dív. Líquida,1824260000,,
Ativo Circulante,1254040000,Patrim. Líq,7154660000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,327949000,Receita Líquida,83498000,,
EBIT,224555000,EBIT,55321000,,
Lucro Líquido,235136000,Lucro Líquido,38258000,,
