Papel,CPRE3,Cotação,18.23,,
Tipo,ON NM,Data últ cot,02/07/2020,,
Empresa,CPFL RENOVAV ON NM,Min 52 sem,0.00,,
Setor,Energia Elétrica,Max 52 sem,0.00,,
Subsetor,Energia Elétrica,Vol $ méd (2m),0,,
Valor de mercado,10824700000,Últ balanço processado,30/09/2021,,
Valor da firma,11665500000,Nro. Ações,593783000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,8.07,LPA,2.26
Mês,"0,00%",P/VP,1.77,VPA,10.30
30 dias,"0,00%",P/EBIT,5.60,Marg. Bruta,"64,4%"
12 meses,"0,00%",PSR,3.27,Marg. EBIT,"58,3%"
2021,"0,00%",P/Ativos,0.86,Marg. Líquida,"41,1%"
2020,"-1,46%",P/Cap. Giro,-219.35,EBIT / Ativo,"15,4%"
2019,"14,55%",P/Ativ Circ Liq,-2.44,ROIC,"17,3%"
2018,"21,06%",Div. Yield,"0,0%",ROE,"21,9%"
2017,"14,21%",EV / EBITDA,4.72,Liquidez Corr,0.97
2016,"1,65%",EV / EBIT,6.03,Div Br/ Patrim,0.34
,,Cres. Rec (5a),"11,9%",Giro Ativos,0.26
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,12592500000,Dív. Bruta,2056880000,,
Disponibilidades,1216040000,Dív. Líquida,840847000,,
Ativo Circulante,1921180000,Patrim. Líq,6118670000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,3314080000,Receita Líquida,1080520000,,
EBIT,1933450000,EBIT,756163000,,
Lucro Líquido,1341700000,Lucro Líquido,543079000,,
