Papel,CPFE3,Cotação,27.21,,
Tipo,ON,Data últ cot,07/12/2021,,
Empresa,CPFL ENERGIA S.A. ON,Min 52 sem,23.14,,
Setor,Energia Elétrica,Max 52 sem,30.39,,
Subsetor,Energia Elétrica,Vol $ méd (2m),127841000,,
Valor de mercado,31352800000,Últ balanço processado,30/09/2021,,
Valor da firma,45984100000,Nro. Ações,1152250000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,16%",P/L,7.09,LPA,3.84
Mês,"3,07%",P/VP,2.12,VPA,12.81
30 dias,"1,23%",P/EBIT,4.63,Marg. Bruta,"22,9%"
12 meses,"-1,96%",PSR,0.83,Marg. EBIT,"18,0%"
2021,"-7,08%",P/Ativos,0.51,Marg. Líquida,"12,0%"
2020,"-3,15%",P/Cap. Giro,16.32,EBIT / Ativo,"11,0%"
2019,"25,22%",P/Ativ Circ Liq,-1.01,ROIC,"13,0%"
2018,"50,85%",Div. Yield,"11,0%",ROE,"30,0%"
2017,"-22,58%",EV / EBITDA,5.60,Liquidez Corr,1.14
2016,"76,41%",EV / EBIT,6.78,Div Br/ Patrim,1.33
,,Cres. Rec (5a),"8,8%",Giro Ativos,0.61
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,61639600000,Dív. Bruta,19552100000,,
Disponibilidades,4920860000,Dív. Líquida,14631300000,,
Ativo Circulante,15455000000,Patrim. Líq,14756100000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,37564300000,Receita Líquida,11189900000,,
EBIT,6778110000,EBIT,2064020000,,
Lucro Líquido,4420540000,Lucro Líquido,1401850000,,
