Papel,NEOE3,Cotação,17.98,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,NEOENERGIA ON NM,Min 52 sem,14.61,,
Setor,Energia Elétrica,Max 52 sem,18.85,,
Subsetor,Energia Elétrica,Vol $ méd (2m),39541300,,
Valor de mercado,21824100000,Últ balanço processado,30/09/2021,,
Valor da firma,51541100000,Nro. Ações,1213800000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,10%",P/L,5.09,LPA,3.53
Mês,"3,45%",P/VP,0.91,VPA,19.65
30 dias,"12,23%",P/EBIT,2.69,Marg. Bruta,"24,4%"
12 meses,"4,30%",PSR,0.52,Marg. EBIT,"19,5%"
2021,"4,91%",P/Ativos,0.27,Marg. Líquida,"10,6%"
2020,"-28,28%",P/Cap. Giro,-13.73,EBIT / Ativo,"10,0%"
2019,"48,72%",P/Ativ Circ Liq,-0.56,ROIC,"11,4%"
2018,"0,00%",Div. Yield,"2,9%",ROE,"18,0%"
2017,"0,00%",EV / EBITDA,5.14,Liquidez Corr,0.92
2016,"0,00%",EV / EBIT,6.35,Div Br/ Patrim,1.43
,,Cres. Rec (5a),"19,8%",Giro Ativos,0.51
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,81030000000,Dív. Bruta,34124000000,,
Disponibilidades,4407000000,Dív. Líquida,29717000000,,
Ativo Circulante,18125000000,Patrim. Líq,23854000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,41708000000,Receita Líquida,12249000000,,
EBIT,8113000000,EBIT,2448000000,,
Lucro Líquido,4285000000,Lucro Líquido,1281000000,,
