Papel,IGTI11,Cotação,201.21,,
Tipo,UNT N1,Data últ cot,07/12/2021,,
Empresa,IGUATEMI S.A UNT N1,Min 52 sem,175.00,,
Setor,Exploração de Imóveis,Max 52 sem,211.50,,
Subsetor,Exploração de Imóveis,Vol $ méd (2m),15535000,,
Valor de mercado,5314130000,Últ balanço processado,30/09/2021,,
Valor da firma,7252210000,Nro. Ações,184876000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,60%",P/L,31.71,LPA,6.34
Mês,"5,90%",P/VP,3.02,VPA,66.72
30 dias,"0,00%",P/EBIT,20.28,Marg. Bruta,"52,8%"
12 meses,"-3,68%",PSR,7.30,Marg. EBIT,"36,0%"
2021,"-3,68%",P/Ativos,0.73,Marg. Líquida,"46,3%"
2020,"0,00%",P/Cap. Giro,3.67,EBIT / Ativo,"3,6%"
2019,"0,00%",P/Ativ Circ Liq,-2.63,ROIC,"4,6%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"9,5%"
2017,"0,00%",EV / EBITDA,17.44,Liquidez Corr,5.31
2016,"0,00%",EV / EBIT,27.67,Div Br/ Patrim,1.94
,,Cres. Rec (5a),"1,0%",Giro Ativos,0.10
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,7251830000,Dív. Bruta,3417690000,,
Disponibilidades,1479620000,Dív. Líquida,1938080000,,
Ativo Circulante,1785670000,Patrim. Líq,1762140000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,727631000,Receita Líquida,209921000,,
EBIT,262091000,EBIT,82763000,,
Lucro Líquido,167568000,Lucro Líquido,-62917000,,
