,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Híbrido,Outros,Ativa,378627000,30/09/2021
