Papel,CYRE3,Cotação,15.19,,
Tipo,PN,Data últ cot,07/12/2021,,
Empresa,CYRELA BRAZIL REALTY PN,Min 52 sem,13.17,,
Setor,Construção Civil,Max 52 sem,28.94,,
Subsetor,Incorporações,Vol $ méd (2m),137390000,,
Valor de mercado,6072100000,Últ balanço processado,30/09/2021,,
Valor da firma,7264660000,Nro. Ações,399743000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,36%",P/L,6.34,LPA,2.40
Mês,"11,69%",P/VP,0.98,VPA,15.51
30 dias,"-2,69%",P/EBIT,7.83,Marg. Bruta,"34,5%"
12 meses,"-43,91%",PSR,1.34,Marg. EBIT,"17,1%"
2021,"-46,18%",P/Ativos,0.46,Marg. Líquida,"22,9%"
2020,"5,19%",P/Cap. Giro,1.18,EBIT / Ativo,"5,9%"
2019,"105,89%",P/Ativ Circ Liq,8.35,ROIC,"7,2%"
2018,"26,49%",Div. Yield,"17,4%",ROE,"15,5%"
2017,"29,84%",EV / EBITDA,8.85,Liquidez Corr,3.41
2016,"44,64%",EV / EBIT,9.37,Div Br/ Patrim,0.55
,,Cres. Rec (5a),"15,0%",Giro Ativos,0.34
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,13163000000,Dív. Bruta,3402960000,,
Disponibilidades,2210400000,Dív. Líquida,1192560000,,
Ativo Circulante,7285660000,Patrim. Líq,6198680000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,4530720000,Receita Líquida,1288340000,,
EBIT,775022000,EBIT,229964000,,
Lucro Líquido,958037000,Lucro Líquido,237546000,,
