,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,13.05,2.62,66.03,4.76,0.53,1040.93,-0.87,"1,6%",125.07,125.07,-,0.91,4.52,"16,8%","7,2%","36,4%","0,8%","0,9%","20,0%",1.00,2.67,0.11
