Papel,AURA33,Cotação,48.00,,
Tipo,DR3,Data últ cot,06/12/2021,,
Empresa,AURA 360 DR3,Min 52 sem,43.00,,
Setor,Mineração,Max 52 sem,69.25,,
Subsetor,Minerais Metálicos,Vol $ méd (2m),5490710,,
Valor de mercado,3395640000,Últ balanço processado,30/09/2021,,
Valor da firma,3343750000,Nro. Ações,70742500,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"4,35%",P/L,10.95,LPA,4.39
Mês,"8,47%",P/VP,2.26,VPA,21.22
30 dias,"-3,13%",P/EBIT,5.22,Marg. Bruta,"43,4%"
12 meses,"-10,98%",PSR,1.99,Marg. EBIT,"38,2%"
2021,"-15,30%",P/Ativos,1.07,Marg. Líquida,"18,2%"
2020,"17,76%",P/Cap. Giro,4.41,EBIT / Ativo,"20,5%"
2019,"0,00%",P/Ativ Circ Liq,-15.48,ROIC,"34,2%"
2018,"0,00%",Div. Yield,"9,5%",ROE,"20,7%"
2017,"0,00%",EV / EBITDA,5.14,Liquidez Corr,2.12
2016,"0,00%",EV / EBIT,5.14,Div Br/ Patrim,0.56
,,Cres. Rec (5a),"37,7%",Giro Ativos,0.54
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,3179280000,Dív. Bruta,846607000,,
Disponibilidades,898496000,Dív. Líquida,-51889000,,
Ativo Circulante,1458830000,Patrim. Líq,1501160000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1703510000,Receita Líquida,525382000,,
EBIT,650526000,EBIT,162302000,,
Lucro Líquido,310218000,Lucro Líquido,-76195000,,
