Date,Dividends,Stock Splits
2008-01-02,0.033818,0.0
2008-07-01,0.118362,0.0
2008-10-01,0.05749,0.0
2009-05-04,0.04849,0.0
2009-07-01,0.048702,0.0
2010-01-04,0.111318,0.0
2010-05-03,0.00664,0.0
2010-07-01,0.020872,0.0
2012-02-13,0.068882,0.0
2015-02-10,0.00195,0.0
2016-02-02,0.003393,0.0
2018-04-02,0.061131,0.0
2019-05-28,0.075945,0.0
2020-02-17,0.164307,0.0
2020-05-07,0.002695,0.0
2020-12-23,0.204247,0.0
2021-05-05,0.007274,0.0
