,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,AF INVEST CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,174012000,31/10/2021
