,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Títulos e Valores Mobiliários,Híbrido,Passiva,295167000,-
