Papel,ENEV3,Cotação,14.67,,
Tipo,ON,Data últ cot,07/12/2021,,
Empresa,ENEVA ON,Min 52 sem,13.75,,
Setor,Energia Elétrica,Max 52 sem,18.61,,
Subsetor,Energia Elétrica,Vol $ méd (2m),86200400,,
Valor de mercado,18577200000,Últ balanço processado,30/09/2021,,
Valor da firma,24305100000,Nro. Ações,1266340000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,62%",P/L,13.56,LPA,1.08
Mês,"5,16%",P/VP,2.17,VPA,6.77
30 dias,"-4,68%",P/EBIT,14.37,Marg. Bruta,"39,0%"
12 meses,"4,03%",PSR,3.98,Marg. EBIT,"27,7%"
2021,"-5,52%",P/Ativos,1.04,Marg. Líquida,"29,4%"
2020,"42,14%",P/Cap. Giro,9.48,EBIT / Ativo,"7,2%"
2019,"171,53%",P/Ativ Circ Liq,-3.14,ROIC,"8,6%"
2018,"15,76%",Div. Yield,"0,0%",ROE,"16,0%"
2017,"16,81%",EV / EBITDA,12.91,Liquidez Corr,2.39
2016,"-8,46%",EV / EBIT,18.80,Div Br/ Patrim,0.90
,,Cres. Rec (5a),"13,0%",Giro Ativos,0.26
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,17846300000,Dív. Bruta,7748540000,,
Disponibilidades,2020660000,Dív. Líquida,5727880000,,
Ativo Circulante,3364740000,Patrim. Líq,8575330000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,4665500000,Receita Líquida,1528090000,,
EBIT,1292840000,EBIT,384998000,,
Lucro Líquido,1370390000,Lucro Líquido,362619000,,
