,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,RB CAPITAL RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,Títulos e Valores Mobiliários,Híbrido,Ativa,61214400,30/04/2021
