Papel,ECOR3,Cotação,8.81,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,ECORODOVIAS ON NM,Min 52 sem,8.14,,
Setor,Transporte,Max 52 sem,13.55,,
Subsetor,Exploração de Rodovias,Vol $ méd (2m),65105700,,
Valor de mercado,6134700000,Últ balanço processado,30/09/2021,,
Valor da firma,13639600000,Nro. Ações,696334000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-2,11%",P/L,-22.54,LPA,-0.39
Mês,"6,14%",P/VP,2.91,VPA,3.03
30 dias,"-1,12%",P/EBIT,3.25,Marg. Bruta,"41,0%"
12 meses,"-32,34%",PSR,1.38,Marg. EBIT,"42,6%"
2021,"-34,11%",P/Ativos,0.36,Marg. Líquida,"-6,2%"
2020,"-18,23%",P/Cap. Giro,-4.36,EBIT / Ativo,"11,0%"
2019,"73,77%",P/Ativ Circ Liq,-0.58,ROIC,"13,8%"
2018,"-17,79%",Div. Yield,"0,0%",ROE,"-12,9%"
2017,"55,66%",EV / EBITDA,5.39,Liquidez Corr,0.76
2016,"78,35%",EV / EBIT,7.23,Div Br/ Patrim,5.16
,,Cres. Rec (5a),"10,8%",Giro Ativos,0.26
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,17215200000,Dív. Bruta,10879800000,,
Disponibilidades,3374870000,Dív. Líquida,7504940000,,
Ativo Circulante,4379220000,Patrim. Líq,2109920000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,4429950000,Receita Líquida,1262420000,,
EBIT,1886520000,EBIT,421161000,,
Lucro Líquido,-272125000,Lucro Líquido,143273000,,
