,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,-22.54,2.91,3.25,1.38,0.36,-4.36,-0.58,"0,0%",5.39,7.23,"10,8%",-0.39,3.03,"41,0%","42,6%","-6,2%","11,0%","13,8%","-12,9%",0.76,5.16,0.26
