,Tipo,Empresa,Setor,Subsetor,Valor de mercado,Valor da firma
1,ON,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA ON",Energia Elétrica,Energia Elétrica,3021860000,4158480000
