,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,MORE RECEBÍVEIS IMOBILIÁRIOS FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,66670600,-
