Date,Dividends,Stock Splits
2019-10-01,0.018217,0.0
2019-12-27,0.054508,0.0
2019-12-30,0.018155,0.0
2020-04-01,0.023155,0.0
2020-07-06,0.02314,0.0
2020-07-28,0.010553,0.0
2021-03-22,0.01359,0.0
2021-05-26,0.0,3.0
2021-07-23,0.036253,0.0
