,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,BLUECAP RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII,Renda,Logística,Ativa,172221000,17/11/2021
