Date,Dividends,Stock Splits
2008-01-02,0.130663,0.0
2008-01-03,0.004387,0.0
2008-02-06,0.004387,0.0
2008-03-04,0.008806,0.0
2008-04-02,0.005161,0.0
2008-04-07,0.0,1.5
2008-05-05,0.00516,0.0
2008-06-03,0.00516,0.0
2008-06-30,0.051605,0.0
2008-07-02,0.00516,0.0
2008-08-04,0.00516,0.0
2008-09-02,0.00516,0.0
2008-10-02,0.00516,0.0
2008-11-04,0.00516,0.0
2008-12-02,0.00516,0.0
2008-12-08,0.208594,0.0
2009-01-05,0.00516,0.0
2009-02-03,0.005677,0.0
2009-03-03,0.005677,0.0
2009-04-02,0.005677,0.0
2009-05-05,0.005677,0.0
2009-06-02,0.005677,0.0
2009-07-02,0.005677,0.0
2009-07-06,0.056766,0.0
2009-08-04,0.005677,0.0
2009-09-02,0.005677,0.0
2009-10-02,0.005677,0.0
2009-11-04,0.005677,0.0
2009-12-02,0.005677,0.0
2009-12-07,0.182413,0.0
2010-01-05,0.005677,0.0
2010-02-02,0.005677,0.0
2010-02-11,0.009206,0.0
2010-03-02,0.005677,0.0
2010-04-05,0.005677,0.0
2010-05-04,0.005676,0.0
2010-06-02,0.005676,0.0
2010-06-29,0.056765,0.0
2010-07-02,0.005676,0.0
2010-08-03,0.005677,0.0
2010-09-02,0.005677,0.0
2010-10-04,0.005677,0.0
2010-11-03,0.005677,0.0
2010-12-02,0.005677,0.0
2010-12-07,0.176101,0.0
2011-01-04,0.0057,0.0
2011-02-02,0.0057,0.0
2011-02-14,0.034397,0.0
2011-03-02,0.0057,0.0
2011-04-04,0.0057,0.0
2011-05-03,0.0057,0.0
2011-06-02,0.0057,0.0
2011-06-28,0.06706,0.0
2011-07-04,0.0057,0.0
2011-08-02,0.0057,0.0
2011-09-02,0.00627,0.0
2011-10-04,0.00627,0.0
2011-11-03,0.00627,0.0
2011-12-02,0.00627,0.0
2011-12-13,0.248458,0.0
2012-01-03,0.00627,0.0
2012-02-02,0.00627,0.0
2012-02-13,0.016274,0.0
2012-03-02,0.00627,0.0
2012-04-03,0.006897,0.0
2012-05-03,0.006897,0.0
2012-06-04,0.006897,0.0
2012-06-28,0.068973,0.0
2012-07-03,0.006897,0.0
2012-08-02,0.006897,0.0
2012-09-04,0.006897,0.0
2012-10-02,0.008114,0.0
2012-11-05,0.006897,0.0
2012-12-04,0.006897,0.0
2012-12-26,0.221013,0.0
2013-01-03,0.006897,0.0
2013-02-04,0.008114,0.0
2013-02-06,0.028668,0.0
2013-03-04,0.006897,0.0
2013-03-26,0.0,1.1
2013-04-02,0.007587,0.0
2013-05-03,0.007587,0.0
2013-06-04,0.008926,0.0
2013-06-28,0.089292,0.0
2013-07-02,0.008926,0.0
2013-08-02,0.008926,0.0
2013-09-03,0.008926,0.0
2013-10-02,0.008926,0.0
2013-11-04,0.008926,0.0
2013-12-03,0.008926,0.0
2013-12-26,0.152999,0.0
2014-02-04,0.008926,0.0
