,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Títulos e Valores Mobiliários,Títulos e Val. Mob.,Ativa,1118030000,30/11/2021
