Papel,CEPE6,Cotação,29.99,,
Tipo,PNB,Data últ cot,03/12/2021,,
Empresa,CELPE PNB,Min 52 sem,26.15,,
Setor,Energia Elétrica,Max 52 sem,42.72,,
Subsetor,Energia Elétrica,Vol $ méd (2m),10146,,
Valor de mercado,2237610000,Últ balanço processado,30/09/2021,,
Valor da firma,7620610000,Nro. Ações,74612000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,5.18,LPA,5.79
Mês,"7,84%",P/VP,1.18,VPA,25.33
30 dias,"7,07%",P/EBIT,2.09,Marg. Bruta,"17,2%"
12 meses,"28,13%",PSR,0.26,Marg. EBIT,"12,6%"
2021,"-14,45%",P/Ativos,0.18,Marg. Líquida,"5,1%"
2020,"136,64%",P/Cap. Giro,-4.80,EBIT / Ativo,"8,8%"
2019,"15,10%",P/Ativ Circ Liq,-0.32,ROIC,"9,9%"
2018,"14,75%",Div. Yield,"10,9%",ROE,"22,9%"
2017,"-8,83%",EV / EBITDA,5.42,Liquidez Corr,0.88
2016,"-4,16%",EV / EBIT,7.10,Div Br/ Patrim,3.02
,,Cres. Rec (5a),"-2,6%",Giro Ativos,0.70
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,12239000000,Dív. Bruta,5714000000,,
Disponibilidades,331000000,Dív. Líquida,5383000000,,
Ativo Circulante,3420000000,Patrim. Líq,1890000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,8539800000,Receita Líquida,2375000000,,
EBIT,1072900000,EBIT,291000000,,
Lucro Líquido,432200000,Lucro Líquido,96000000,,
