,Nome,Mandato,Segmento,Gestão,Valor de mercado,Relatório
1,AF INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS,Híbrido,Híbrido,Ativa,156495000,31/10/2021
