,zip,sector,fullTimeEmployees,longBusinessSummary,city,state,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
0,30110-044,Communication Services,769,"MÃLIUZ S.A. operates a cashback program in Brazil. Its portal that offers free of charge, discount coupons from the online stores and returns part of the amount spent directly to the bank account. The company was founded in 2011 and is based in Belo Horizonte, Brazil.",Belo Horizonte,MG,Brazil,[],http://www.meliuz.com.br,1,"Avenida do Contorno, nÂº 6594",Internet Content & Information,Room 701,-0.03692,-0.02299,0.25673,-3732000,1.29,-0.04363,-7692000,,none,42098000,-24291624,,3.04,,21.092,-0.01273,,,0.303,-0.0061799996,,570982016,2210000,208364992,1.258,BRL,0.315,20.641,,SAO,MELIUZ      ON      NM,Méliuz S.A.,America/Sao_Paulo,BRT,False,-7200000,,EQUITY,CASH3.SA,,,finmb_687060509,fc862c7f-6134-3fb1-ab2a-8bf772bfd0f3,br_market,,5.993,,-162.342,,,,,126433000,,,,2.839,,,,1609372800,0.35458001,-4790000,0.138,,,1.0707996,0.32321998,1672444800,,1632960000,,,423883593,,1248732032,4,,1631232000,6:1,,,,1.84463,,,,,,,,,,2.99,3.1,6.2374663,0.012374582,0.4318,,3.12,,44026760,2.99,4.5474,0.037,3.1,44026760,,,0.01,1620000000,,,3,BRL,22.028986,8985600,,,,384356320,,,47996273,3,3.04,,8985600,12.808333,,,1.625,3.03,False,0.0016,,3.12,3.04,,https://logo.clearbit.com/meliuz.com.br
