,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,6.53,1.65,6.81,1.64,0.83,3.66,-8.27,"0,0%",3.28,4.38,"18,2%",0.38,1.49,"83,7%","24,0%","33,4%","12,1%","17,8%","25,3%",2.25,-,0.51
