Date,Dividends,Stock Splits
2006-07-03,0.045792,0.0
2006-10-02,0.077527,0.0
2008-03-17,0.116547,0.0
2009-03-23,0.143846,0.0
2010-03-22,0.090315,0.0
2011-03-28,0.049955,0.0
