Date,Dividends,Stock Splits
2004-07-05,0.0,0.02
2005-05-02,0.0,2.0
2007-01-09,0.0,2.0
2007-10-16,0.0,2.0
2009-11-03,0.405848,0.0
2010-05-03,0.415714,0.0
2010-11-01,0.355803,0.0
2011-04-29,0.14588,0.0
2011-11-01,0.661899,0.0
2012-04-30,0.619873,0.0
2012-11-01,0.575653,0.0
2013-04-30,0.524577,0.0
2013-11-01,0.098808,0.0
2014-04-29,0.321793,0.0
2014-11-03,0.716152,0.0
2015-04-27,0.338975,0.0
2015-11-03,0.361699,0.0
2016-12-23,0.098276,0.0
2017-04-28,0.41835,0.0
2017-12-26,0.846122,0.0
2018-04-30,1.137672,0.0
2019-01-02,0.570212,0.0
2019-05-02,0.526711,0.0
2019-12-30,0.707641,0.0
2020-11-12,1.773703,0.0
2021-04-01,2.404353,0.0
2021-07-16,1.576625,0.0
2021-09-21,0.0,1.1
