Papel,YDUQ3,Cotação,23.69,,
Tipo,ON,Data últ cot,07/12/2021,,
Empresa,YDUQS PART ON,Min 52 sem,20.86,,
Setor,Diversos,Max 52 sem,36.14,,
Subsetor,Serviços Educacionais,Vol $ méd (2m),75360100,,
Valor de mercado,7322320000,Últ balanço processado,30/09/2021,,
Valor da firma,10593900000,Nro. Ações,309089000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,59%",P/L,56.38,LPA,0.42
Mês,"8,52%",P/VP,2.19,VPA,10.83
30 dias,"5,38%",P/EBIT,16.79,Marg. Bruta,"54,1%"
12 meses,"-34,66%",PSR,1.70,Marg. EBIT,"10,1%"
2021,"-26,89%",P/Ativos,0.74,Marg. Líquida,"3,0%"
2020,"-29,56%",P/Cap. Giro,14.27,EBIT / Ativo,"4,4%"
2019,"103,69%",P/Ativ Circ Liq,-2.05,ROIC,"5,6%"
2018,"-22,47%",Div. Yield,"2,0%",ROE,"3,9%"
2017,"111,53%",EV / EBITDA,9.47,Liquidez Corr,1.21
2016,"28,34%",EV / EBIT,24.30,Div Br/ Patrim,1.54
,,Cres. Rec (5a),"5,7%",Giro Ativos,0.43
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,9927810000,Dív. Bruta,5169530000,,
Disponibilidades,1897910000,Dív. Líquida,3271620000,,
Ativo Circulante,3010860000,Patrim. Líq,3346510000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,4304070000,Receita Líquida,1098060000,,
EBIT,435990000,EBIT,158150000,,
Lucro Líquido,129880000,Lucro Líquido,72831000,,
