Papel,MGLU3,Cotação,7.62,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,MAGAZ LUIZA ON NM,Min 52 sem,6.76,,
Setor,Comércio,Max 52 sem,26.22,,
Subsetor,Eletrodomésticos,Vol $ méd (2m),713535000,,
Valor de mercado,50855300000,Últ balanço processado,30/09/2021,,
Valor da firma,51101900000,Nro. Ações,6673930000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"4,38%",P/L,70.91,LPA,0.11
Mês,"-2,31%",P/VP,4.68,VPA,1.63
30 dias,"-38,75%",P/EBIT,94.53,Marg. Bruta,"23,9%"
12 meses,"-67,89%",PSR,1.41,Marg. EBIT,"1,5%"
2021,"-69,44%",P/Ativos,1.66,Marg. Líquida,"2,0%"
2020,"110,08%",P/Cap. Giro,7.79,EBIT / Ativo,"1,8%"
2019,"112,19%",P/Ativ Circ Liq,258.09,ROIC,"2,8%"
2018,"126,39%",Div. Yield,"0,5%",ROE,"6,6%"
2017,"509,27%",EV / EBITDA,38.86,Liquidez Corr,1.49
2016,"503,42%",EV / EBIT,94.99,Div Br/ Patrim,0.22
,,Cres. Rec (5a),"33,5%",Giro Ativos,1.18
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,30549500000,Dív. Bruta,2352030000,,
Disponibilidades,2105410000,Dív. Líquida,246622000,,
Ativo Circulante,19874000000,Patrim. Líq,10872500000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,35943900000,Receita Líquida,8612030000,,
EBIT,537969000,EBIT,-278953000,,
Lucro Líquido,717179000,Lucro Líquido,143516000,,
