Papel,VALE3,Cotação,76.33,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,VALE ON NM,Min 52 sem,62.33,,
Setor,Mineração,Max 52 sem,106.26,,
Subsetor,Minerais Metálicos,Vol $ méd (2m),2073280000,,
Valor de mercado,391761000000,Últ balanço processado,30/09/2021,,
Valor da firma,406599000000,Nro. Ações,5132460000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,74%",P/L,4.09,LPA,18.64
Mês,"9,12%",P/VP,2.16,VPA,35.32
30 dias,"19,06%",P/EBIT,2.15,Marg. Bruta,"61,2%"
12 meses,"8,10%",PSR,1.30,Marg. EBIT,"60,3%"
2021,"2,54%",P/Ativos,0.83,Marg. Líquida,"31,4%"
2020,"70,47%",P/Cap. Giro,18.40,EBIT / Ativo,"38,5%"
2019,"6,85%",P/Ativ Circ Liq,-2.20,ROIC,"46,6%"
2018,"31,11%",Div. Yield,"19,7%",ROE,"52,8%"
2017,"62,56%",EV / EBITDA,2.05,Liquidez Corr,1.24
2016,"103,66%",EV / EBIT,2.23,Div Br/ Patrim,0.41
,,Cres. Rec (5a),"27,4%",Giro Ativos,0.64
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,472574000000,Dív. Bruta,73895700000,,
Disponibilidades,59057200000,Dív. Líquida,14838500000,,
Ativo Circulante,108736000000,Patrim. Líq,181296000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,302347000000,Receita Líquida,66260700000,,
EBIT,182167000000,EBIT,35124200000,,
Lucro Líquido,95687000000,Lucro Líquido,20203200000,,
