,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,4.09,2.16,2.15,1.30,0.83,18.40,-2.20,"19,7%",2.05,2.23,"27,4%",18.64,35.32,"61,2%","60,3%","31,4%","38,5%","46,6%","52,8%",1.24,0.41,0.64
