Papel,COCE3,Cotação,60.00,,
Tipo,ON,Data últ cot,29/11/2021,,
Empresa,CIA ENERG CEARA - COELCE ON,Min 52 sem,48.49,,
Setor,Energia Elétrica,Max 52 sem,85.39,,
Subsetor,Energia Elétrica,Vol $ méd (2m),766,,
Valor de mercado,4671300000,Últ balanço processado,30/09/2021,,
Valor da firma,7683300000,Nro. Ações,77855000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,9.99,LPA,6.01
Mês,"0,00%",P/VP,1.34,VPA,44.78
30 dias,"8,63%",P/EBIT,7.58,Marg. Bruta,"12,1%"
12 meses,"3,08%",PSR,0.64,Marg. EBIT,"8,4%"
2021,"-12,68%",P/Ativos,0.43,Marg. Líquida,"6,4%"
2020,"48,09%",P/Cap. Giro,-1819.81,EBIT / Ativo,"5,7%"
2019,"42,51%",P/Ativ Circ Liq,-1.09,ROIC,"6,8%"
2018,"-20,26%",Div. Yield,"6,0%",ROE,"13,4%"
2017,"21,28%",EV / EBITDA,8.01,Liquidez Corr,1.00
2016,"44,62%",EV / EBIT,12.47,Div Br/ Patrim,0.96
,,Cres. Rec (5a),"11,7%",Giro Ativos,0.67
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,10851500000,Dív. Bruta,3346680000,,
Disponibilidades,334679000,Dív. Líquida,3012000000,,
Ativo Circulante,3086310000,Patrim. Líq,3486140000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,7316200000,Receita Líquida,2257800000,,
EBIT,616211000,EBIT,167603000,,
Lucro Líquido,467749000,Lucro Líquido,83043000,,
