,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos
0,17.99,2.17,14.33,0.89,1.46,2.91,4.12,"0,0%",11.65,14.74,-,0.34,2.81,"23,6%","6,2%","5,0%","10,2%","13,1%","12,1%",3.96,0.22,1.64
