Papel,AGXY3,Cotação,9.49,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,AGROGALAXY ON NM,Min 52 sem,7.00,,
Setor,Agropecuária,Max 52 sem,10.65,,
Subsetor,Agricultura,Vol $ méd (2m),339114,,
Valor de mercado,1621130000,Últ balanço processado,30/09/2021,,
Valor da firma,2374870000,Nro. Ações,170825000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,96%",P/L,17.84,LPA,0.53
Mês,"5,80%",P/VP,1.19,VPA,7.99
30 dias,"26,53%",P/EBIT,9.31,Marg. Bruta,"12,3%"
12 meses,"-10,89%",PSR,0.28,Marg. EBIT,"3,0%"
2021,"-10,89%",P/Ativos,0.27,Marg. Líquida,"1,4%"
2020,"0,00%",P/Cap. Giro,2.50,EBIT / Ativo,"2,9%"
2019,"0,00%",P/Ativ Circ Liq,40.15,ROIC,"6,0%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"6,7%"
2017,"0,00%",EV / EBITDA,9.51,Liquidez Corr,1.16
2016,"0,00%",EV / EBIT,13.64,Div Br/ Patrim,0.98
,,Cres. Rec (5a),-,Giro Ativos,0.96
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,5967490000,Dív. Bruta,1338960000,,
Disponibilidades,585217000,Dív. Líquida,753744000,,
Ativo Circulante,4636450000,Patrim. Líq,1364840000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,5711550000,Receita Líquida,1844780000,,
EBIT,174078000,EBIT,108057000,,
Lucro Líquido,90857000,Lucro Líquido,70969000,,
