Papel,CGRA4,Cotação,42.10,,
Tipo,PN,Data últ cot,06/12/2021,,
Empresa,GRAZZIOTIN PN,Min 52 sem,26.48,,
Setor,Comércio,Max 52 sem,49.90,,
Subsetor,"Tecidos, Vestuário e Calçados",Vol $ méd (2m),847962,,
Valor de mercado,825021000,Últ balanço processado,30/09/2021,,
Valor da firma,743782000,Nro. Ações,19596700,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-3,71%",P/L,4.46,LPA,9.44
Mês,"-3,20%",P/VP,1.07,VPA,39.20
30 dias,"2,68%",P/EBIT,7.51,Marg. Bruta,"52,9%"
12 meses,"35,65%",PSR,1.41,Marg. EBIT,"18,8%"
2021,"22,14%",P/Ativos,0.81,Marg. Líquida,"31,7%"
2020,"24,40%",P/Cap. Giro,2.32,EBIT / Ativo,"10,7%"
2019,"30,20%",P/Ativ Circ Liq,3.15,ROIC,"13,0%"
2018,"-10,61%",Div. Yield,"4,6%",ROE,"24,1%"
2017,"72,66%",EV / EBITDA,5.96,Liquidez Corr,3.17
2016,"95,28%",EV / EBIT,6.77,Div Br/ Patrim,-
,,Cres. Rec (5a),"7,3%",Giro Ativos,0.57
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1024830000,Dív. Bruta,0,,
Disponibilidades,81239000,Dív. Líquida,-81239000,,
Ativo Circulante,518877000,Patrim. Líq,768149000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,583281000,Receita Líquida,148881000,,
EBIT,109802000,EBIT,31597000,,
Lucro Líquido,184991000,Lucro Líquido,76230000,,
