Papel,CEPE3,Cotação,128.00,,
Tipo,ON,Data últ cot,30/12/2020,,
Empresa,CELPE ON,Min 52 sem,27.63,,
Setor,Energia Elétrica,Max 52 sem,128.00,,
Subsetor,Energia Elétrica,Vol $ méd (2m),0,,
Valor de mercado,9550340000,Últ balanço processado,30/09/2021,,
Valor da firma,14933300000,Nro. Ações,74612000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,22.10,LPA,5.79
Mês,"0,00%",P/VP,5.05,VPA,25.33
30 dias,"0,00%",P/EBIT,8.90,Marg. Bruta,"17,2%"
12 meses,"603,30%",PSR,1.12,Marg. EBIT,"12,6%"
2021,"0,00%",P/Ativos,0.78,Marg. Líquida,"5,1%"
2020,"603,30%",P/Cap. Giro,-20.49,EBIT / Ativo,"8,8%"
2019,"0,00%",P/Ativ Circ Liq,-1.38,ROIC,"9,9%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"22,9%"
2017,"0,00%",EV / EBITDA,10.61,Liquidez Corr,0.88
2016,"0,00%",EV / EBIT,13.92,Div Br/ Patrim,3.02
,,Cres. Rec (5a),"-2,6%",Giro Ativos,0.70
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,12239000000,Dív. Bruta,5714000000,,
Disponibilidades,331000000,Dív. Líquida,5383000000,,
Ativo Circulante,3420000000,Patrim. Líq,1890000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,8539800000,Receita Líquida,2375000000,,
EBIT,1072900000,EBIT,291000000,,
Lucro Líquido,432200000,Lucro Líquido,96000000,,
