Papel,CPLE5,Cotação,30.01,,
Tipo,PNA,Data últ cot,30/11/2021,,
Empresa,COPEL PNA,Min 52 sem,9.56,,
Setor,Energia Elétrica,Max 52 sem,54.42,,
Subsetor,Energia Elétrica,Vol $ méd (2m),2253,,
Valor de mercado,82124000000,Últ balanço processado,30/09/2021,,
Valor da firma,87728000000,Nro. Ações,2736550000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,14.50,LPA,2.07
Mês,"0,00%",P/VP,3.81,VPA,7.88
30 dias,"-14,23%",P/EBIT,21.03,Marg. Bruta,"21,6%"
12 meses,"527,39%",PSR,3.59,Marg. EBIT,"17,1%"
2021,"527,39%",P/Ativos,1.65,Marg. Líquida,"25,3%"
2020,"0,00%",P/Cap. Giro,37.49,EBIT / Ativo,"7,8%"
2019,"0,00%",P/Ativ Circ Liq,-5.16,ROIC,"9,3%"
2018,"0,00%",Div. Yield,"5,3%",ROE,"26,3%"
2017,"0,00%",EV / EBITDA,17.74,Liquidez Corr,1.22
2016,"0,00%",EV / EBIT,22.47,Div Br/ Patrim,0.49
,,Cres. Rec (5a),"12,7%",Giro Ativos,0.46
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,49833900000,Dív. Bruta,10459000000,,
Disponibilidades,4855000000,Dív. Líquida,5604030000,,
Ativo Circulante,12014400000,Patrim. Líq,21564100000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,22872700000,Receita Líquida,6977780000,,
EBIT,3904330000,EBIT,844019000,,
Lucro Líquido,5663380000,Lucro Líquido,2829100000,,
